id	tweet	subtask_b
11623	@USER I've seen people with some the most beautiful (not to mention original) art i last my eyes on. but only have 70 followers because they get buried by half-assed bullshit. all because they're not pals with someone popular	UNT
59070	@USER Leona Alleslve was the weakest link in the Liberals. She is the last thing we need during Canada’s NAFTA negotiations.  Its a good thing she is out of our military with her Traitor tendencies. Get out of Government too.	TIN
20983	@USER Can this guy get any lower?  One of the dumbest people in our country!  How did anyone in Arizona voted for this idiot?	TIN
32568	@USER @USER I continue to be concerned that our country’s gun control laws are not good enough to protect our children. I will only vote for the party that is willing to address this issue.	UNT
15947	@USER She is wortless why is she not checked out by secret service she is irresponsible in trying to generate hste to have somone kill thre president	TIN
51499	@USER Eric Holder is guilty of killing a border patrol officer!!!	TIN
52204	@USER @USER @USER @USER @USER @USER She is too busy patting her hair to realize her Tweets are comical but in a stupid kind of way.	TIN
86981	@USER @USER She is a liar and probably on Soros payroll	TIN
77139	@USER I do but it can be done with out looking like a nazi bigot. We have to stay true to the people and change the minds of the left.. I know you aren’t a bigot I followed you for a reason and it’s because you post stuff that I like this one time I feel you are feeding the left the	TIN
46709	@USER Establishment turd 💩! Conservatives have a much better memory than liberals!! We don’t have eyes full of hypocrisy blinding us!! URL	TIN
38954	@USER @USER This is a blatant threat by #MadMaxineWaters ginning up the ANTIFA base I smell more violence #WakeUpAmerica URL	TIN
34157	@USER Another crazy liberals	TIN
82930	"...We can no longer sit on the sidelines and remain silent on this issue."" - Chip Bergh, chief executive @USER   This is what #PeopleOverProfits looks like. 👏 URL"	TIN
66781	@USER @USER Liberals want Bert and Ernie to be gay.  WTAF.	TIN
19249	"@USER @USER @USER You are absolutely correct! But your question would be better directed at the LIBERALS in Congress, the ones that make conflict Big Business"" it's all about money &amp; power!"""	TIN
70910	@USER FINALLY HOLY SHIT YOU ARE FINALLY READING THE GOAT	TIN
35817	@USER @USER Who appointed you the spokesman for the people at Lake Norman. I Guess you interviewed every person at the lake and it a unanimous poll against President Trump. NOT LIKELY. You are like most liberals who try to speak for everybody	TIN
28483	"@USER My favorite part is where left leaning people say we should believe all accusations at face value when it comes to sexual misconduct but not when it comes to Keith Ellison. Also I'm a Buddhist who's skeptical, thanks for adding to the all conservatives are Christian"" stereotype."""	TIN
83788	@USER @USER Liberals are using a sexual assault claim as a political tool. Let that sink in.	TIN
39490	"@USER @USER @USER Whenever conservatives lose a court ruling, they bitch and moan about activist judges or agenda judges."" Whenever anyone else loses a court ruling, they accept that they lost a court ruling. Conservatives are whiny babies."""	TIN
24698	And there we go ... so according to the MAGA believers kavanaugh  couldn't have attempted to rape Dr. Ford because her lawyer made a donation to @USER . Idiots URL	TIN
45000	@USER @USER @USER and u know what u trash too for being more worried about blaming and shitting on ariana for a death she’s not responsible instead of mac.	TIN
90338	@USER She is so fake	TIN
79422	@USER This MAGA would spend more than you &amp; your homies together....Now stop ya whining...	TIN
16579	@USER Research: The racist history of gun control.	TIN
16051	@USER Exactly... they're all bitter	UNT
43188	@USER @USER @USER That's why what she did was an ANTIFA style attack. Abusive method meant to bully opposition into silence for control	UNT
62650	@USER Figures! What is wrong with these idiots? Thank God for @USER	TIN
33048	@USER another judge that first blames the tool then wants to make them dangerous to the legitimate user guess we know wher he is on gun control OUT TO LUNCH  your honor sir!	TIN
64836	@USER @USER The burden of proof is on Ford. She should put up or shut up. She is not credible by any stretch.	TIN
63219	#Liberals have destroyed #California just like they are attempting to do to the rest of the country. #Radicals don't belong in any area of our governments.  Grown ups belong there. URL	TIN
39162	@USER fucking liar she was happy to play kate nash when you asked her	TIN
20892	@USER IM SAVING THIS GOOD SHITTTT	UNT
42335	@USER Liberals are full of s#$t when they say they have alot of love to give!  They have become the devils minions.  No one will prayerfully vote for their socialist agenda!	TIN
78420	@USER Disgusting.	TIN
69534	@USER Hahaha the goofball is losing money and is still to dumb to know why..	TIN
38374	#cancelsouthpark They were liberals when you were still suckin' on your momma's titty at the other woodstock.	TIN
89954	@USER @USER @USER It started with Cameron and May is even worse. She is not a Conservative!	TIN
12391	@USER @USER You are just another liberal pawn used by the democrats in an attempt to derail Kavanaugh’s confirmation. I don’t believe a word of it. You and your liberal friends are an enemy of the state. Just leave America. We will be better off without people like you. 🚫Liberals	TIN
91941	@USER I'm telling yeah she is leading Steve on...   look howa she always likes all Steves tweets.    What a hooch	UNT
52776	@USER Fake Queen!	TIN
43389	@USER @USER You religious conservatives need to stop trying to shame women for expressing themselves.  It's disgraceful	TIN
52773	@USER Mmmhm I heard you from down the street gave me a few extra seconds to get my shit together😂	TIN
79353	@USER Why aren’t you speaking out against the injustices that are still occurring to the Windrush generation/black Britons whose records Theresa May destroyed as Home Secretary and whom now she is deporting as prime minister? #InstitutionalRacism	TIN
75067	@USER Why don't you say he knew those emails were approved to be released.  He knew he could release them.  His grand standing got called out and his theatrics are unbecoming of a US Senator.  Call him out or you are FAKE news just like @USER calls you.	TIN
42250	@USER @USER Surely he didn't do anything to damage Veterens Affairs?  If he sullied a reputation it was another department?	TIN
40963	@USER It was a nail biter	TIN
18787	@USER @USER If Trump wins 2020 and growth continues will the crazy liberals still be thanking Obama 6 years from now.  Of coarse the will because when the argument is lost all that is left is too dispute the facts.	TIN
63941	@USER Another INSANE O.. appointees.. AMOUNTING TO NUT N.. JWB.. the next ONE    Could be real famous.. former..first BLACK president.. OR former first BLACK lady... JUST SAYN IT...and FREEDOM OF SPEECH... r my Am O!!	TIN
85190	@USER @USER @USER @USER @USER Evolution. An evolution we helped to enact.   #Brexit is economic and social suicide.	TIN
32729	@USER @USER @USER Lol only ones I see attacking anyone is your crybaby liberals	TIN
54449	@USER @USER Why are you wasting time replying on twitter (trolling) on behalf of people making under that amount?  Seems like someone is just a propaganda pusher...or likes gloating to other #MAGA's that they got screwed by Trump. URL	TIN
47338	@USER Hahahahaha-sure-She’s just a Spoiled Brat-and goes berserk when she’s beaten-	TIN
37020	@USER He is repulsive.	TIN
60912	@USER @USER He is desperately trying to deflect. This is what Jordan &amp; Nunes have been wanting. Trump doesn’t care who he endangers. Fck tRump	TIN
51181	@USER Ohhhhhh I cried BIG crocodile tears the first time my daddy called me a bitch😂 took it on the chin like a champ but ran to my room to cry just like a bitch💀	TIN
23809	@USER it does which sucks but honestly at least i can mute all the instances full of weirdos and just scope fed/local it's a treat	TIN
92371	@USER @USER @USER New gun control laws are a waste of time &amp; energy which is better spent holding these worthless politicians accountable for their REFUSAL TO ENFORCE CURRENT LAWS.  Why create more laws they will never enforce?	TIN
45657	"@USER @USER @USER Those VG/HC stickers I see on trucks--exclusively trucks, never cars--seem like asshole indicators. I can't say for sure because I've never actually spoken to someone who's like Yes, hockey should involve more punching people"" but.... yeah it seems bad"""	TIN
90875	@USER You're a piece of shit for saying that FEMA was successful in helping Puerto Rico after hurricane Maria. 3000 people died. You think that's successful? You really have no soul. You're a fucking horrible human being. I don't even think you're human. FUCK YOU!!!	TIN
38952	@USER @USER  You are pathetic!	TIN
47922	@USER Bad gun control seems like. Missed his brains.... bummer!	TIN
92887	"@USER @USER @USER @USER What you're doing is so irresponsible &amp; I believe that ur smart enough to understand how evil you are. If the FBI or JD had some plot to thwart DT, all they had to do was leak"" to the press that he was being investigated. They DID NO SUCH THING. U know you're wrong, that's evil!"""	TIN
82359	@USER @USER liberals are kinda the worst	TIN
70000	@USER @USER Why do liberals preach gun control but go and get stupid with guns?	TIN
11581	@USER @USER @USER @USER @USER This is the violent liberal ANTIFA party! NOW they try to convince us they they have a heart?  And some woman is knocking our men.  There's go around with KKK hoods beating up strangers &amp; wrecking our towns. Most violent corrupt party ever.	TIN
61334	@USER You’re not a proper country girl if a bit of mud puts you off!	TIN
73553	@USER Moore just got Don elected again. Liberals never learn. He’s more unlikable than Trump	TIN
63657	@USER These cowards ain't ready.. #MAGA 🇺🇸	TIN
53622	"@USER @USER @USER I didn't see the referred to TV segment, and I don't support the response, but It is very easy to see how you, as a race baiter, can bring out the emotions you are trying to elicit. It is unfortunate that UR willing to sacrifice Black people to make you such a big man""."""	TIN
36424	@USER Niggas say anything	TIN
68552	@USER but if you go on a date first..and then have sex...it’s the best of both worlds. and the sex is better.	UNT
25291	@USER I see. It's a damn shame how delusional he is. He's gotta be the worst. Even more than those Boston Ben stans	TIN
93400	@USER Deep corruption in the Puerto Rican government is the cause for the ppls misery. Billions sent &amp; you don’t have the foresight to harden &amp; secure the power system on an island that will most likely get hit again. This is the Puerto Rican’s government ms fault.	TIN
55579	@USER Such a liar. Anything Trump says to Mueller will be deemed a lie because THREE dishonest LIBERALS collude to lie &amp; Mueller will elect to believe them over the truth. Do you really believe Trump OR THE AMERICAN PEOPLE are stupid enough to fall for that? We're not as stupid as you.	TIN
93827	@USER shit!! i left a little bit ago to get food but if you're still there i'll drop down with all the paper your heart desires!	TIN
40430	@USER she is uncultured	TIN
58099	"@USER Also she's thick as shit despite her posh brainy voice"" on QT when the ""refugee"" crisis was at it's peak,she said they should come in because there may be surgeons &amp; dentists amongst them.Fecking leftie lunatic.#ScruffBag"""	TIN
95400	@USER Just keep saying FAST and FURIOUS! Holder the man that planned gun control by handing out weapons to criminal cartels... Sounds like a great guy to run a justice department because he will work with ANYONE including criminals to fill his OWN AGENDA instead of that of the people!	TIN
21763	@USER Funny shit	TIN
43448	"Trumpism"" is going so well you along with all your liberal friends felt the need to try to trash it! People aren't stupid as you suppose. #RedWaveRising  #MAGA &amp; #KAG2018 URL"	TIN
67127	@USER @USER This Soros guy needs to be investigated. He's been kicked out of other nations &amp; here his name keeps coming up with all these anti-American groups. Finances Antifa. Pays folks to act crazy at Trump events. I know he is against our sovereignty. He hates our Constitutional rights.	TIN
71845	@USER All this tape proves is that @USER was always out to get a paycheck and to sabotage the one person who actually gave her a chance.  Who tape records conversations in the White House??? Only someone looking to sell it later. She’s a snake	TIN
23862	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I'm sure it's just all Democratic political pay for play	TIN
36200	@USER just censored the @USER #Qanon merchandise. Really Zazzle? Meanwhile communism and Antifa merch are allowed on your site. The constitution of the USA means nothing to you? Well done. @USER time to take our merch elsewhere. #WWG1WGA URL	TIN
46933	@USER @USER There r 65 million that can sign to the affect that they didn't vote for an asshole.	UNT
33983	(Albert)  Conservatives are spreading the lie Anderson Cooper faked a hurricane... URL	TIN
53137	@USER The persona that you project masks your insecurities. You are hurt and disappointed. Politics is a dirty business. Move on and make a difference.  Hillary lost because too many people sat out the last election. Get involved in displacing Devin Nunes and or Duncan Hunter in Calif.	TIN
54970	#USA (I feel your pain, even while I profit causing it!) #liberals , U gotta luv 'em! Redistributing wealth not on their menu- serve up identity politics slop. So you destroyed #Libya -ya'll never catch Bill now -he's got million dead #Iraqi kids (sanctions '90's) under his belt URL	TIN
67009	@USER I think it's more of a choice for ppl to stay hooked on shit	TIN
83491	AntiFa fascists and Socialists are one and the same......time to respond ! URL	TIN
89952	"@USER @USER @USER @USER @USER philosophically speaking, can a hippie, crazy cat lady who supports antiFa still be called a fascist""? literally asking for a friend who's a constitutional ""scholar""."""	TIN
39369	@USER @USER @USER When we Satan call him home #Soros.	UNT
65778	@USER @USER Indeed Americans need more gun control which means hitting your target. Can never have to much range time. ☺😊	UNT
38416	@USER @USER @USER No. But I am. You are hilarious. Not in a good way.	TIN
35819	@USER She is doing a crap job of running this country and that idiot can’t supply the country with an alternative opposition as long as he is running the Labour Party	TIN
50661	@USER And pedophile Podesta still on with his Blue Check Mark account. 🤔	UNT
16707	@USER @USER @USER @USER Mob death threats?  Has Antifa turned on her?  Maxine Waters?	TIN
26243	@USER What was an abuse of power was all the crap you and the Hussein gang pulled off.  Your big contribution was the Fast and Furious caper to bring in gun control in strict contravention of the 2nd amendment.  But don’t worry.  Justice is coming for you and Barry’s band of outlaws.	TIN
16645	@USER Sounds like hot lesbian sex to me.	TIN
34584	Baaaaa baaaaa...that's the American sheeple who prove Roger Goodell right: The #NFL CAN do whatever it wants and you'll take it because you'll NEVER give up the NFL. Baaaaa baaaaa.  URL @USER #QAnon #MAGA #WWG1WGA #FreeAlexJones	TIN
34790	@USER shit ain’t gone work bruh URL	UNT
66090	Really # MAGA  VOTE TRUMP 2020	TIN
80291	@USER Fairness?? What about being fair to the democratic process of this republic??? All this is a sham to delay the vote. Shameful.  #DrainTheDeepState #DrainTheDeepStateSwamp #maga	TIN
85742	@USER He is a disgusting anti 🇨🇦 traitor!	TIN
67020	@USER I have irresponsible sex but I at least know my partners.  (Benefits or being snipped)	UNT
24129	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER but there is also many videos of antifa attacking disabled and old people if you want to see them victors ( spoiler on disabled attack three on one antifa to disabled vet)	TIN
88225	@USER and it's funny as obama starting talking about gun control shootings started happening. Correlation-definitely so.	TIN
95430	@USER so we load into illios insta lock torb immediate flame in all chat moira  do not win a fight all game constant shit talking between a team mate and one of their team still have a torb im fighting a doomfist help	TIN
29022	@USER Acting like an ass is not a good view.	TIN
60824	@USER Holder is responsible for selling guns to the Mexican cartel. Just another Obama administration law breaker.	TIN
42371	@USER @USER Guy if you can't explain yourself after a day that's a good indication youre talking shit	TIN
95412	"@USER @USER The reaction from some conservatives was swift and appealed directly to male fears and male interests.""- if men, after 50 years., can come forward about priests' sexual assault ,why can't women,especially if the person accused is going to be SC JUDGE &amp; stay on forever"""	TIN
92679	@USER @USER The problem is Trump is playing the Dems against the Repubs and he is neither.  Trump is an authoritarian.  To Trump there is no leaning.  His goal is to conjure up hate.  He has been part of America’s under belly his whole life and brought it to the WH.	TIN
26528	@USER @USER @USER Nasty a$$ Liberal sheep...you are prime example of sheeple with NO BRAIN.	TIN
89277	@USER @USER @USER @USER @USER @USER What kind of dumb shit am I gonna read next	UNT
10189	@USER She is a vile rat of a woman.	TIN
54722	Captain Maga getting slandered? And it wasn’t from me? Damn. URL	UNT
43312	@USER @USER I wouldn’t trust Chuck Schumer ever. He’s a liar and the president doesn’t trust him either.	TIN
79531	"@USER @USER @USER Still shoveling shit"" for Trump?....What kind of woman supports a liar, racist,  pussy grabber?....that's what kind of woman you are."""	TIN
10309	@USER Be ready!! Be prepared!! Because the trump administration isn’t going to do shit if you get hit!! Well.. if it’s a white county you’re good.. lookout Randolph county!! Hide yo kids!! Hide yo wives!!	TIN
51521	@USER I do not need a female packing a weapon for my protection. Not my kind of girl. If you need that much protection You are in the wrong place.	TIN
59639	@USER @USER Hope you're right about that last part. But I've learned it's pointless to underestimate the stupidity of TX conservatives.	TIN
15135	@USER They're still building and hiding nukes but yeah your pops got played like the udiot he is.	TIN
32438	"@USER And, he proved that all the gun Control"" LAWS doesn't stop anyone willing to break the LAW. He could have just as easily shot a colleague or student.  Or, several.  LAX enforcement of existing LAWS and Criminal Minds ignoring laws are the REAL problem.  But, DemocRats know that."""	TIN
32201	@USER He schools read a ammo box warning label...	TIN
87003	@USER Wow this is priceless! A college educated professor self-inflicts himself with a bullet wow he is “brilliant”! URL	TIN
37263	@USER Again she is the GOAT at HER SPORT but of all athletes ever? Absolutely not	TIN
33057	@USER Awesome Agree Yeah man Preach Wait... what did i just read? Oh shit	UNT
78611	@USER @USER @USER @USER @USER @USER So the first thing you do is put the black guy up and call out that we are using the race card. Shows how racist you are. Maybe put a Latino or woman up next.	TIN
26674	@USER @USER I'm sorry but damn she is hot af	TIN
50260	@USER @USER @USER Race has nothing to do with it.  Either you are fake MAGA or ignorant either way you are now blocked.	TIN
12935	@USER @USER  BRUH THIS??? LMAOOO	TIN
98793	5.10am Still a crowd at Queens Park protesting the conservatives middle of the night power grab. Shame on the conservatives! What kind of party creates chaos during an election? Rather than working with their citizens to create a healthy economy? @USER #ONpoli	TIN
37582	@USER the only thing i know about gun control is how to have great aim.	UNT
62585	"@USER @USER @USER I purposefully had my damsel"" be a bit of a badass. She is saved by the protag, saved by the third party member, and sticks her neck out to save their hind quarters just as often (if not more!). Sure, she may have ulterior motives (*evil laugh*) but she's still pretty kickass!"""	TIN
84737	@USER @USER @USER LOL!!!  Now will they BURN those?  And will they remember to take them off first? One guy didn't.  And to burn them OUTSIDE so they don't take down the house as one guy did?  Wait until they find out Levis is now pushing gun control. Nazis marching in their tidy whities?  Oy.	TIN
49858	@USER 2 ways for President Trump to lose in 2020. Gun control and an immigration bill with no wall.	TIN
34366	@USER @USER Liberals as per Odia standards 👆....RW is liberal when it comes to my state 🤣🤣	TIN
27617	@USER Whoever you are you deserve this URL	TIN
91845	@USER Don’t care. Let them (NFL) die on the field kneeling	TIN
30292	@USER The Dems playing a con game. It must be Antifa don’t you think.	TIN
34111	@USER @USER @USER @USER Oh i thought you were the dream team minus sonja. Really you are the mean disgusting team minus sonja. Oh by the way dorinda leave sonja alone. You are so jealous of sonja. She is kind sweet and so much prettier than you.  Get over it you drunk	TIN
96986	@USER Yes Comie (communist pun intended) WE do and will emerge stronger when u &amp; all ur cronies are put to death at Gitmo. WE THE PEOPLE WILL INDEED BE STRONGER. #MAGA #DrainTheSwamp	TIN
13126	@USER me trying to avoid the freshman boys who hang out in my block and hit on me everyday URL	TIN
85868	"@USER @USER @USER @USER @USER ...how you want to be defined""? PUL-EASE! When you live under a 24/7/365 MSMedia SHIT-SMEAR to the point you have Marxine Waters sending her ANTIFA minions out to threaten you in public places - you learn not to give a F*CK what the ""Pavlovian Left"" thinks. Night, night 🌙!"""	TIN
20917	@USER  My. Arms. Wasn't. That. Big! N. Neither. Was. My. Boobs! They. Are. Now! From. Them. Injecting. Fat! Into. My. Body!	TIN
15354	@USER @USER Betty I think women have been handed a character assassination  bomb to destroy MEN by the liberals and the FEMINISTS. I would hate to know these women represent  ME. WHY WAIT ALL THESE YEARS TO REPORT...	TIN
37218	@USER He is an israeli puppet.	TIN
11347	@USER @USER @USER @USER Her word against his &amp; one more! She is a left wing nut nobody would touch &amp; is mad cause #Kavenaughs Mom had to evict her parents!	TIN
26310	@USER Y’all need to know that she is human being and knew Mac for so many years and was in a relationship with him. She’s grieving. She doesn’t have post something to prove that. AND IT IS NOT HER FAULT HE DIED LIKE DAMN! Stop blaming this poor girl. His addiction killed him.	TIN
90169	@USER @USER I wouldn't doubt anything the unhinged witch would do.She's a leftest nutty Professor with a mentally ill past.She has no business teaching anyone!I suspect she is a closet ANTIFA member pd by Soros. Psycho was going to do the same thing to Gorsuch.  #LockHerUp in a mental ward!	TIN
42783	@USER Hiding like the caged animal he is.	TIN
74212	@USER @USER Jeff I have a lot of respect for you.    Please vote no to Brett -  not because you don’t like him but because it’s the right thing to do.  He has lied - he is hiding documents -  he thinks trump is above the law.   THIS IS WRONG !!!	TIN
17625	@USER there is no way she is 26 wow drugs maybe who knows	UNT
74509	@USER Build the wall ! Vote Republican! Not perfect by a long shot.   But so much better than the alternative anti-Americans!!!	TIN
59001	@USER Gross	UNT
36654	@USER @USER With Democrat's Sociability Quotient it's no wonder Democrats think about Gun Control all the time!	TIN
18987	@USER Conservatives are so sick of these tactics by liberals. First there was Bork then there was Thomas. Republicans just keep taking it too...Trump won’t take it for long though. URL	TIN
16067	@USER @USER Wish u folks luck w that. I think you’re fucked though.. There will never be enough pro gun folks elected in California to turn the tide on gun control. The masses are convinced guns only equal bad.  They already tell u which &amp; how many guns you can buy.  Now ammo. What’s left?	UNT
24186	@USER @USER @USER @USER @USER @USER I have. He is desperate to see what I'm saying and report me. Shame as he usually says nothing. Another antifa pussy no doubt	TIN
22137	@USER @USER Ikkk he is a fucking prince 6al3 mn al stories bta3in Disney kida ahhooo😹😭😹😭😹💜💜💜	TIN
15353	@USER @USER @USER @USER @USER Odd. Stating opinions comes with an attack (cunt and assumption of a streamer using boobs for attention.) It was verbal diarrhea from a person who ought to know better.	TIN
26105	@USER Wow...not even his supporters can do the math and see that he is not right for this country. Well his supporters cant do math either	TIN
78581	@USER If he doesnt want to face the responsibility for his actions then he is in the wrong job. That is without taking into account him being a bit shit... #AVFC #BRUCEOUT	TIN
89665	@USER and sometimes these edgy bitch boys are not secretly soft (good trope!!) they are just straight up.... abusive..... this is a very thin line to walk and dramione doesn't walk it well	TIN
66188	@USER @USER @USER Way to go David👍 I love it when someone can send the liberals into a tessyfiy in the morning. Keep up the fight. 🇺🇸🇺🇸🇺🇸	TIN
88572	@USER Perhaps FBI etc. Should look into Orrin Hatch closet and investigate what he is hiding Sex Offenders always stick together	TIN
20751	#FarRight #Psychopath @USER #Leader @USER will now use the #invisible #press #created #catkiller as #excuse to bring back #FoxHunting if she's not gone by #Christmas #AnimalCruelty #ToriesOUT #NoConfidence #CrimeSyndicate #GE2018 #CriminalsOutofNumber10	TIN
18318	@USER The mother never moved I think I would have at least moved a arm a leg I mean something she is a idiot. Why wasn’t she watching for car geeezzz and the other idiot in the car he/she is blind	TIN
97413	@USER @USER she is a zombie.	TIN
91976	@USER @USER @USER I think it is a safe bet that Donald is clueless on everything because he is ignorant &amp; lies so much. Ivanka knows everything &amp; will flip on all of them to save her treasonous ass.	TIN
56277	@USER Looks like conservatives made a back room deal with her as they are best known for always playing dirty divisive politics	TIN
49178	@USER Its amazing that these DemoRats are elected to any public office! Their total disregard of the US Constitution and due process is abhorrent. They hung this woman out to dry and the woman refuses to come foward and its the Conservatives fault	TIN
43150	@USER He too is afraid his backstabbing deeds will be discovered and made public undermining the entire farce of the Obama administration	TIN
33366	@USER Medically treat  the addict and the mentally ill gun shooter for the medical cause 1st then no need for a wall or further gun control	TIN
55715	@USER Lol you are so tight 😂	UNT
95923	@USER @USER @USER @USER @USER What does it matter who I vote for..it’s the left who pushes for gun control yet portrays black men in music vids as violent gun “users”..stfu! Lmao sleeping fools	TIN
11854	@USER CNN is trash and everyone that has a brain knows it!	TIN
36350	@USER Please watch the story of Welles Crowther. He is a hero.  You are simply an asshole. Be ashamed	TIN
49813	@USER She is such a witch.  All she needs is a broom	TIN
18029	@USER @USER These conservatives are selfish and self serving. This isn’t the “Trudeau plan”. The Liberals are working with Conservatives like Mulroney and Ambrose to solve this. It’s not a partisan issue.	TIN
68124	#MeTooMovement has become a far left liberal political machine ran by feminist hacks that hate all men and conservatives. #Trump #MAGA #KavanaughConfirmationHearings	TIN
35983	@USER And with right wingers its about white supremacy and neo naziism ? Right?	TIN
86242	@USER Its like saying the brown shirts afe better than nazis because they pretended to be socialists.	TIN
75669	@USER Wtf have I missed here. My account was hacked and just got it back up and running. Somebody care to explain what’s going on here.  Am I right in saying that the guy who has been playing live saying he is Dash Berlin aka Jeff ??? So what’s happened ???	TIN
56917	@USER @USER that’s just cause the director a fucking beast but let’s not act like christian bale ever fuck niggas up or had wavy fighting scenes	TIN
11356	@USER @USER @USER would help them but he is in his own sunken place..   @USER  to the rescue ? URL	TIN
52625	@USER you are a hypocritical hack. URL	TIN
14616	@USER @USER @USER Disclaimer: My views do not necessarily reflect the views of our POTUS &amp; all Conservatives: Ladies Charged by Nature to Guard Vagina. URL	TIN
89474	@USER @USER @USER @USER @USER @USER Liberals are so sensitive that they’ll believe the okay sign is racist 🤣😂🤣 URL	TIN
48143	@USER @USER bitch i know u see the rainbow inna bio😂	TIN
21106	@USER And people still buy their shit. Why?	TIN
43620	@USER If he’d just said “give me a lawyer asshole” they’d have given him Dershowitz.	TIN
93767	Business is business. I love this story. URL	UNT
45589	@USER @USER Things had Become Easy For  Liberals During The Obama Administration (Liberals are Screaming: DAMN TRUTH I mean TRUMP)!	TIN
74924	@USER Liberals are claustrophobic? 😬	TIN
90166	@USER @USER @USER It's difficult to talk to liberals like you with a serious mental disorder read the book by Michael Savage Liberalism is a Mental Disorder check it out on Amazon	TIN
37149	@USER Holder is a complete corrupt scum bag. I remember when he announced his is part of the resistance. Which means he want to resist the people who voted for Trump. Can U imagine the people he would have hunted down and prosecuted if this happened to bone head obama	TIN
11881	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Anarchists are left wing extremists. They stand with antifa.	TIN
15892	"@USER @USER @USER You are hilarious!  You keep defending that woman.  I have watched her for over 20 years and she is a liar and a hypocrite and an obstructionist.  I like my crumbs"".  She needs people like you to support her though."""	TIN
69022	@USER Ur fucken fake. I’m a fucken prize.	TIN
44774	@USER we bout to start stepping out lol I ain’t doing another winter with no boo bro. Shit cold .... literally	UNT
76038	@USER If Kerry clown is actually doing it and admits he is and it's a crime. Throw his ass in jail. He should be arrested...RIGHT ???	TIN
89959	@USER Democrats are sick! Back off &amp; let our president Trump continue to help all Americans!	TIN
82955	@USER What do u expect from vile violent lying disgusting liberals	TIN
27350	@USER @USER @USER What a crap she is?.......total publicity seeker. Since when  tearing apart The Bhagwad Gita is symbol    of changing India and why Bhagwad Gita .........if u have guts show here tearing apart Kuran and Bible too #Intellectualidiot	TIN
20434	@USER @USER @USER @USER @USER you are indeed an ewu so I won't trade words with you. Anumanu.	TIN
22492	@USER You niggas spend on us and we get used to it. I hate to admit it but half the things my boyfriend does for me I can’t do for myself 😂😂😂	TIN
79242	@USER But the orange preferred to send the hospital boat away and now she is standing empty. It could have saved many people. Fuck@USER	TIN
78539	@USER @USER Worst takes ever.....a blatantly racist cartoon and your attempt at a defense.	TIN
85257	"@USER @USER @USER @USER Politicians talk about racism, Islamophobia, Homophobia, Rape, Drug abuse etc etc......  Do you not understand how fucking sick it is to ask Jess if she's discussed with her children that complete strangers hate"" Mummy.  I hope for your own sake that you are unwell."""	TIN
76044	After all the shit Dez was talking about Jerry and The cowboys he is a fucking clown ass dude if he go back	TIN
57826	@USER @USER What do you expect from a man that claims He is the Christ Vicariously He's a liar and the leader of liar's serving his father the author of all lies.	TIN
94232	@USER @USER @USER @USER @USER not the point ~although it is  a convenient excuse for conservatives to assume if ones against trump then tbey ate for for clinton which is just asinine. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	TIN
24229	@USER @USER Resign!!! You’re an idiot!!! 🤦‍♂️ URL	TIN
58891	@USER Already pacing you side by side Sir! I think she woke up after the election thinking she could now retire only to be the second biggest loser. She is holding off for hope in the mid-terms and will quit once that one vaporizes like a fart in a hurricane.	TIN
10665	@USER @USER @USER Weak argument considering  -GOP congressmen were shot at a baseball practice -People wearing MAGA hats are routinely attacked -Antifa mobs commit violent acts wearing masks -etc.	TIN
69551	@USER You know we will bitch stop talking like that we gotta paper to get nigga 😎🤟🏽	TIN
42118	#LindaSarsour is #FakeFeminist she's pushing #ShariaLaw and #AntiSemetic and #Liberals are buying it she was born in Brooklyn to #Palestinian parent's whom are #AntiSemetic and #AntiAmerican proves that leopard can't change it's spots.  #PcLiberal #WakeUP URL	TIN
16142	@USER Your bizarre spin attempts fail because no one trusts one sided zealots anymore. The spell is broken. WE THE PEOPLE do not need people like you and your sick idea. Cater to the loony left like your modern brown shirts antifa. Leave normal people alone	TIN
56503	@USER Holder should be removed with a set of tongs and some disinfectant.	UNT
20222	@USER @USER Touché...but wait till he flashes the white supremacist👌🏼sign letting his sound crew know he can hear himself in his ear piece. Heads will roll...🤦🏽‍♀️🤦🏽‍♂️	TIN
86758	@USER @USER Looks like he is urinating in the water	TIN
99668	@USER @USER #MAGA Boy go donate to Trump...he's looking for more GOP suckers like you to cover up his porn stars...shhh don't let his wife know either	TIN
